campagne,date,jour,variable,groupe,valeur,date_year,date_month,date_week,jour_year,jour_month,jour_week
2021-2022,2021-12-14,1970-01-01 00:00:00.000000054,ACTE(VGP),moins de 65 ans,8565,2021,12,50,1970,1,1
2021-2022,2021-12-14,1970-01-01 00:00:00.000000054,DOSES(J07E1),moins de 65 ans,18843,2021,12,50,1970,1,1
2021-2022,2021-12-15,1970-01-01 00:00:00.000000055,ACTE(VGP),65 ans et plus,17452,2021,12,50,1970,1,1
2021-2022,2021-12-15,1970-01-01 00:00:00.000000055,DOSES(J07E1),65 ans et plus,29021,2021,12,50,1970,1,1
2021-2022,2021-12-15,1970-01-01 00:00:00.000000055,ACTE(VGP),moins de 65 ans,7465,2021,12,50,1970,1,1
2021-2022,2021-12-15,1970-01-01 00:00:00.000000055,DOSES(J07E1),moins de 65 ans,17122,2021,12,50,1970,1,1
2021-2022,2021-12-16,1970-01-01 00:00:00.000000056,ACTE(VGP),65 ans et plus,17971,2021,12,50,1970,1,1
2021-2022,2021-12-16,1970-01-01 00:00:00.000000056,DOSES(J07E1),65 ans et plus,29752,2021,12,50,1970,1,1
2021-2022,2021-12-16,1970-01-01 00:00:00.000000056,ACTE(VGP),moins de 65 ans,7764,2021,12,50,1970,1,1
2021-2022,2021-12-16,1970-01-01 00:00:00.000000056,DOSES(J07E1),moins de 65 ans,17057,2021,12,50,1970,1,1
2021-2022,2021-12-17,1970-01-01 00:00:00.000000057,ACTE(VGP),65 ans et plus,16021,2021,12,50,1970,1,1
2021-2022,2021-12-17,1970-01-01 00:00:00.000000057,DOSES(J07E1),65 ans et plus,25799,2021,12,50,1970,1,1
2021-2022,2021-12-17,1970-01-01 00:00:00.000000057,ACTE(VGP),moins de 65 ans,8071,2021,12,50,1970,1,1
2021-2022,2021-12-17,1970-01-01 00:00:00.000000057,DOSES(J07E1),moins de 65 ans,16882,2021,12,50,1970,1,1
2021-2022,2021-12-18,1970-01-01 00:00:00.000000058,ACTE(VGP),65 ans et plus,5682,2021,12,50,1970,1,1
2021-2022,2021-12-18,1970-01-01 00:00:00.000000058,DOSES(J07E1),65 ans et plus,11240,2021,12,50,1970,1,1
2021-2022,2021-12-18,1970-01-01 00:00:00.000000058,ACTE(VGP),moins de 65 ans,4705,2021,12,50,1970,1,1
2021-2022,2021-12-18,1970-01-01 00:00:00.000000058,DOSES(J07E1),moins de 65 ans,10627,2021,12,50,1970,1,1
2021-2022,2021-12-19,1970-01-01 00:00:00.000000059,ACTE(VGP),65 ans et plus,213,2021,12,50,1970,1,1
2021-2022,2021-12-19,1970-01-01 00:00:00.000000059,DOSES(J07E1),65 ans et plus,445,2021,12,50,1970,1,1
2021-2022,2021-12-19,1970-01-01 00:00:00.000000059,ACTE(VGP),moins de 65 ans,229,2021,12,50,1970,1,1
2021-2022,2021-12-19,1970-01-01 00:00:00.000000059,DOSES(J07E1),moins de 65 ans,352,2021,12,50,1970,1,1
2021-2022,2021-12-20,1970-01-01 00:00:00.000000060,ACTE(VGP),65 ans et plus,11934,2021,12,51,1970,1,1
2021-2022,2021-12-20,1970-01-01 00:00:00.000000060,DOSES(J07E1),65 ans et plus,19224,2021,12,51,1970,1,1
2021-2022,2021-12-20,1970-01-01 00:00:00.000000060,ACTE(VGP),moins de 65 ans,6615,2021,12,51,1970,1,1
2021-2022,2021-12-20,1970-01-01 00:00:00.000000060,DOSES(J07E1),moins de 65 ans,13995,2021,12,51,1970,1,1
2021-2022,2021-12-21,1970-01-01 00:00:00.000000061,ACTE(VGP),65 ans et plus,11360,2021,12,51,1970,1,1
2021-2022,2021-12-21,1970-01-01 00:00:00.000000061,DOSES(J07E1),65 ans et plus,18337,2021,12,51,1970,1,1
2021-2022,2021-12-21,1970-01-01 00:00:00.000000061,ACTE(VGP),moins de 65 ans,5959,2021,12,51,1970,1,1
2021-2022,2021-12-21,1970-01-01 00:00:00.000000061,DOSES(J07E1),moins de 65 ans,12649,2021,12,51,1970,1,1
2021-2022,2021-12-22,1970-01-01 00:00:00.000000062,ACTE(VGP),65 ans et plus,8082,2021,12,51,1970,1,1
2021-2022,2021-12-22,1970-01-01 00:00:00.000000062,DOSES(J07E1),65 ans et plus,13733,2021,12,51,1970,1,1
2021-2022,2021-12-22,1970-01-01 00:00:00.000000062,ACTE(VGP),moins de 65 ans,4898,2021,12,51,1970,1,1
2021-2022,2021-12-22,1970-01-01 00:00:00.000000062,DOSES(J07E1),moins de 65 ans,10752,2021,12,51,1970,1,1
2021-2022,2021-12-23,1970-01-01 00:00:00.000000063,ACTE(VGP),65 ans et plus,6755,2021,12,51,1970,1,1
2021-2022,2021-12-23,1970-01-01 00:00:00.000000063,DOSES(J07E1),65 ans et plus,11948,2021,12,51,1970,1,1
2021-2022,2021-12-23,1970-01-01 00:00:00.000000063,ACTE(VGP),moins de 65 ans,4028,2021,12,51,1970,1,1
2021-2022,2021-12-23,1970-01-01 00:00:00.000000063,DOSES(J07E1),moins de 65 ans,9887,2021,12,51,1970,1,1
2021-2022,2021-12-24,1970-01-01 00:00:00.000000064,ACTE(VGP),65 ans et plus,2660,2021,12,51,1970,1,1
2021-2022,2021-12-24,1970-01-01 00:00:00.000000064,DOSES(J07E1),65 ans et plus,6514,2021,12,51,1970,1,1
2021-2022,2021-12-24,1970-01-01 00:00:00.000000064,ACTE(VGP),moins de 65 ans,1968,2021,12,51,1970,1,1
2021-2022,2021-12-24,1970-01-01 00:00:00.000000064,DOSES(J07E1),moins de 65 ans,5834,2021,12,51,1970,1,1
2021-2022,2021-12-25,1970-01-01 00:00:00.000000065,ACTE(VGP),65 ans et plus,38,2021,12,51,1970,1,1
2021-2022,2021-12-25,1970-01-01 00:00:00.000000065,DOSES(J07E1),65 ans et plus,152,2021,12,51,1970,1,1
2021-2022,2021-12-25,1970-01-01 00:00:00.000000065,ACTE(VGP),moins de 65 ans,26,2021,12,51,1970,1,1
2021-2022,2021-12-25,1970-01-01 00:00:00.000000065,DOSES(J07E1),moins de 65 ans,62,2021,12,51,1970,1,1
2021-2022,2021-12-26,1970-01-01 00:00:00.000000066,ACTE(VGP),65 ans et plus,171,2021,12,51,1970,1,1
2021-2022,2021-12-26,1970-01-01 00:00:00.000000066,DOSES(J07E1),65 ans et plus,399,2021,12,51,1970,1,1
2021-2022,2021-12-26,1970-01-01 00:00:00.000000066,ACTE(VGP),moins de 65 ans,87,2021,12,51,1970,1,1
2021-2022,2021-12-26,1970-01-01 00:00:00.000000066,DOSES(J07E1),moins de 65 ans,146,2021,12,51,1970,1,1
2021-2022,2021-12-27,1970-01-01 00:00:00.000000067,ACTE(VGP),65 ans et plus,6779,2021,12,52,1970,1,1
2021-2022,2021-12-27,1970-01-01 00:00:00.000000067,DOSES(J07E1),65 ans et plus,11137,2021,12,52,1970,1,1
2021-2022,2021-12-27,1970-01-01 00:00:00.000000067,ACTE(VGP),moins de 65 ans,4229,2021,12,52,1970,1,1
2021-2022,2021-12-27,1970-01-01 00:00:00.000000067,DOSES(J07E1),moins de 65 ans,8889,2021,12,52,1970,1,1
2021-2022,2021-12-28,1970-01-01 00:00:00.000000068,ACTE(VGP),65 ans et plus,7259,2021,12,52,1970,1,1
2021-2022,2021-12-28,1970-01-01 00:00:00.000000068,DOSES(J07E1),65 ans et plus,11737,2021,12,52,1970,1,1
2021-2022,2021-12-28,1970-01-01 00:00:00.000000068,ACTE(VGP),moins de 65 ans,4187,2021,12,52,1970,1,1
2021-2022,2021-12-28,1970-01-01 00:00:00.000000068,DOSES(J07E1),moins de 65 ans,8504,2021,12,52,1970,1,1
2021-2022,2021-12-29,1970-01-01 00:00:00.000000069,ACTE(VGP),65 ans et plus,5834,2021,12,52,1970,1,1
2021-2022,2021-12-29,1970-01-01 00:00:00.000000069,DOSES(J07E1),65 ans et plus,10042,2021,12,52,1970,1,1
2021-2022,2021-12-29,1970-01-01 00:00:00.000000069,ACTE(VGP),moins de 65 ans,3566,2021,12,52,1970,1,1
2021-2022,2021-12-29,1970-01-01 00:00:00.000000069,DOSES(J07E1),moins de 65 ans,7489,2021,12,52,1970,1,1
2021-2022,2021-12-30,1970-01-01 00:00:00.000000070,ACTE(VGP),65 ans et plus,5312,2021,12,52,1970,1,1
2021-2022,2021-12-30,1970-01-01 00:00:00.000000070,DOSES(J07E1),65 ans et plus,9370,2021,12,52,1970,1,1
2021-2022,2021-12-30,1970-01-01 00:00:00.000000070,ACTE(VGP),moins de 65 ans,3348,2021,12,52,1970,1,1
2021-2022,2021-12-30,1970-01-01 00:00:00.000000070,DOSES(J07E1),moins de 65 ans,7215,2021,12,52,1970,1,1
2021-2022,2021-12-31,1970-01-01 00:00:00.000000071,ACTE(VGP),65 ans et plus,2433,2021,12,52,1970,1,1
2021-2022,2021-12-31,1970-01-01 00:00:00.000000071,DOSES(J07E1),65 ans et plus,4985,2021,12,52,1970,1,1
2021-2022,2021-12-31,1970-01-01 00:00:00.000000071,ACTE(VGP),moins de 65 ans,1725,2021,12,52,1970,1,1
2021-2022,2021-12-31,1970-01-01 00:00:00.000000071,DOSES(J07E1),moins de 65 ans,4340,2021,12,52,1970,1,1
2021-2022,2022-01-01,1970-01-01 00:00:00.000000072,ACTE(VGP),65 ans et plus,161,2022,1,52,1970,1,1
2021-2022,2022-01-01,1970-01-01 00:00:00.000000072,DOSES(J07E1),65 ans et plus,186,2022,1,52,1970,1,1
2021-2022,2022-01-01,1970-01-01 00:00:00.000000072,ACTE(VGP),moins de 65 ans,42,2022,1,52,1970,1,1
2021-2022,2022-01-01,1970-01-01 00:00:00.000000072,DOSES(J07E1),moins de 65 ans,120,2022,1,52,1970,1,1
2021-2022,2022-01-02,1970-01-01 00:00:00.000000073,ACTE(VGP),65 ans et plus,162,2022,1,52,1970,1,1
2021-2022,2022-01-02,1970-01-01 00:00:00.000000073,DOSES(J07E1),65 ans et plus,83,2022,1,52,1970,1,1
2021-2022,2022-01-02,1970-01-01 00:00:00.000000073,ACTE(VGP),moins de 65 ans,53,2022,1,52,1970,1,1
2021-2022,2022-01-02,1970-01-01 00:00:00.000000073,DOSES(J07E1),moins de 65 ans,103,2022,1,52,1970,1,1
2021-2022,2022-01-03,1970-01-01 00:00:00.000000074,ACTE(VGP),65 ans et plus,4488,2022,1,1,1970,1,1
2021-2022,2022-01-03,1970-01-01 00:00:00.000000074,DOSES(J07E1),65 ans et plus,8126,2022,1,1,1970,1,1
2021-2022,2022-01-03,1970-01-01 00:00:00.000000074,ACTE(VGP),moins de 65 ans,2358,2022,1,1,1970,1,1
2021-2022,2022-01-03,1970-01-01 00:00:00.000000074,DOSES(J07E1),moins de 65 ans,5750,2022,1,1,1970,1,1
2021-2022,2022-01-04,1970-01-01 00:00:00.000000075,ACTE(VGP),65 ans et plus,5820,2022,1,1,1970,1,1
2021-2022,2022-01-04,1970-01-01 00:00:00.000000075,DOSES(J07E1),65 ans et plus,9693,2022,1,1,1970,1,1
2021-2022,2022-01-04,1970-01-01 00:00:00.000000075,ACTE(VGP),moins de 65 ans,2963,2022,1,1,1970,1,1
2021-2022,2022-01-04,1970-01-01 00:00:00.000000075,DOSES(J07E1),moins de 65 ans,6418,2022,1,1,1970,1,1
2021-2022,2022-01-05,1970-01-01 00:00:00.000000076,ACTE(VGP),65 ans et plus,5089,2022,1,1,1970,1,1
2021-2022,2022-01-05,1970-01-01 00:00:00.000000076,DOSES(J07E1),65 ans et plus,8320,2022,1,1,1970,1,1
2021-2022,2022-01-05,1970-01-01 00:00:00.000000076,ACTE(VGP),moins de 65 ans,2498,2022,1,1,1970,1,1
2021-2022,2022-01-05,1970-01-01 00:00:00.000000076,DOSES(J07E1),moins de 65 ans,5664,2022,1,1,1970,1,1
2021-2022,2022-01-06,1970-01-01 00:00:00.000000077,ACTE(VGP),65 ans et plus,5049,2022,1,1,1970,1,1
2021-2022,2022-01-06,1970-01-01 00:00:00.000000077,DOSES(J07E1),65 ans et plus,8692,2022,1,1,1970,1,1
2021-2022,2022-01-06,1970-01-01 00:00:00.000000077,ACTE(VGP),moins de 65 ans,2486,2022,1,1,1970,1,1
2021-2022,2022-01-06,1970-01-01 00:00:00.000000077,DOSES(J07E1),moins de 65 ans,5685,2022,1,1,1970,1,1
2021-2022,2022-01-07,1970-01-01 00:00:00.000000078,ACTE(VGP),65 ans et plus,4576,2022,1,1,1970,1,1
2021-2022,2022-01-07,1970-01-01 00:00:00.000000078,DOSES(J07E1),65 ans et plus,7667,2022,1,1,1970,1,1
2021-2022,2022-01-07,1970-01-01 00:00:00.000000078,ACTE(VGP),moins de 65 ans,2805,2022,1,1,1970,1,1
2021-2022,2022-01-07,1970-01-01 00:00:00.000000078,DOSES(J07E1),moins de 65 ans,5551,2022,1,1,1970,1,1
2021-2022,2022-01-08,1970-01-01 00:00:00.000000079,ACTE(VGP),65 ans et plus,1854,2022,1,1,1970,1,1
2021-2022,2022-01-08,1970-01-01 00:00:00.000000079,DOSES(J07E1),65 ans et plus,3709,2022,1,1,1970,1,1
2021-2022,2022-01-08,1970-01-01 00:00:00.000000079,ACTE(VGP),moins de 65 ans,1481,2022,1,1,1970,1,1
2021-2022,2022-01-08,1970-01-01 00:00:00.000000079,DOSES(J07E1),moins de 65 ans,3419,2022,1,1,1970,1,1
2021-2022,2022-01-09,1970-01-01 00:00:00.000000080,ACTE(VGP),65 ans et plus,92,2022,1,1,1970,1,1
2021-2022,2022-01-09,1970-01-01 00:00:00.000000080,DOSES(J07E1),65 ans et plus,215,2022,1,1,1970,1,1
2021-2022,2022-01-09,1970-01-01 00:00:00.000000080,ACTE(VGP),moins de 65 ans,62,2022,1,1,1970,1,1
2021-2022,2022-01-09,1970-01-01 00:00:00.000000080,DOSES(J07E1),moins de 65 ans,147,2022,1,1,1970,1,1
2021-2022,2022-01-10,1970-01-01 00:00:00.000000081,ACTE(VGP),65 ans et plus,3528,2022,1,2,1970,1,1
2021-2022,2022-01-10,1970-01-01 00:00:00.000000081,DOSES(J07E1),65 ans et plus,6438,2022,1,2,1970,1,1
2021-2022,2022-01-10,1970-01-01 00:00:00.000000081,ACTE(VGP),moins de 65 ans,1758,2022,1,2,1970,1,1
2021-2022,2022-01-10,1970-01-01 00:00:00.000000081,DOSES(J07E1),moins de 65 ans,4172,2022,1,2,1970,1,1
2021-2022,2022-01-11,1970-01-01 00:00:00.000000082,ACTE(VGP),65 ans et plus,3805,2022,1,2,1970,1,1
2021-2022,2022-01-11,1970-01-01 00:00:00.000000082,DOSES(J07E1),65 ans et plus,6550,2022,1,2,1970,1,1
2021-2022,2022-01-11,1970-01-01 00:00:00.000000082,ACTE(VGP),moins de 65 ans,1912,2022,1,2,1970,1,1
2021-2022,2022-01-11,1970-01-01 00:00:00.000000082,DOSES(J07E1),moins de 65 ans,4076,2022,1,2,1970,1,1
2021-2022,2022-01-12,1970-01-01 00:00:00.000000083,ACTE(VGP),65 ans et plus,2945,2022,1,2,1970,1,1
2021-2022,2022-01-12,1970-01-01 00:00:00.000000083,DOSES(J07E1),65 ans et plus,5139,2022,1,2,1970,1,1
2021-2022,2022-01-12,1970-01-01 00:00:00.000000083,ACTE(VGP),moins de 65 ans,1604,2022,1,2,1970,1,1
2021-2022,2022-01-12,1970-01-01 00:00:00.000000083,DOSES(J07E1),moins de 65 ans,3762,2022,1,2,1970,1,1
2021-2022,2022-01-13,1970-01-01 00:00:00.000000084,ACTE(VGP),65 ans et plus,3042,2022,1,2,1970,1,1
2021-2022,2022-01-13,1970-01-01 00:00:00.000000084,DOSES(J07E1),65 ans et plus,5082,2022,1,2,1970,1,1
2021-2022,2022-01-13,1970-01-01 00:00:00.000000084,ACTE(VGP),moins de 65 ans,1511,2022,1,2,1970,1,1
2021-2022,2022-01-13,1970-01-01 00:00:00.000000084,DOSES(J07E1),moins de 65 ans,3501,2022,1,2,1970,1,1
2021-2022,2022-01-14,1970-01-01 00:00:00.000000085,ACTE(VGP),65 ans et plus,2800,2022,1,2,1970,1,1
2021-2022,2022-01-14,1970-01-01 00:00:00.000000085,DOSES(J07E1),65 ans et plus,4653,2022,1,2,1970,1,1
2021-2022,2022-01-14,1970-01-01 00:00:00.000000085,ACTE(VGP),moins de 65 ans,1662,2022,1,2,1970,1,1
2021-2022,2022-01-14,1970-01-01 00:00:00.000000085,DOSES(J07E1),moins de 65 ans,3582,2022,1,2,1970,1,1
2021-2022,2022-01-15,1970-01-01 00:00:00.000000086,ACTE(VGP),65 ans et plus,1109,2022,1,2,1970,1,1
2021-2022,2022-01-15,1970-01-01 00:00:00.000000086,DOSES(J07E1),65 ans et plus,2525,2022,1,2,1970,1,1
2021-2022,2022-01-15,1970-01-01 00:00:00.000000086,ACTE(VGP),moins de 65 ans,919,2022,1,2,1970,1,1
2021-2022,2022-01-15,1970-01-01 00:00:00.000000086,DOSES(J07E1),moins de 65 ans,2096,2022,1,2,1970,1,1
2021-2022,2022-01-16,1970-01-01 00:00:00.000000087,ACTE(VGP),65 ans et plus,130,2022,1,2,1970,1,1
2021-2022,2022-01-16,1970-01-01 00:00:00.000000087,DOSES(J07E1),65 ans et plus,47,2022,1,2,1970,1,1
2021-2022,2022-01-16,1970-01-01 00:00:00.000000087,ACTE(VGP),moins de 65 ans,72,2022,1,2,1970,1,1
2021-2022,2022-01-16,1970-01-01 00:00:00.000000087,DOSES(J07E1),moins de 65 ans,108,2022,1,2,1970,1,1
2021-2022,2022-01-17,1970-01-01 00:00:00.000000088,ACTE(VGP),65 ans et plus,2272,2022,1,3,1970,1,1
2021-2022,2022-01-17,1970-01-01 00:00:00.000000088,DOSES(J07E1),65 ans et plus,3515,2022,1,3,1970,1,1
2021-2022,2022-01-17,1970-01-01 00:00:00.000000088,ACTE(VGP),moins de 65 ans,1272,2022,1,3,1970,1,1
2021-2022,2022-01-17,1970-01-01 00:00:00.000000088,DOSES(J07E1),moins de 65 ans,2723,2022,1,3,1970,1,1
2021-2022,2022-01-18,1970-01-01 00:00:00.000000089,ACTE(VGP),65 ans et plus,2483,2022,1,3,1970,1,1
2021-2022,2022-01-18,1970-01-01 00:00:00.000000089,DOSES(J07E1),65 ans et plus,4357,2022,1,3,1970,1,1
2021-2022,2022-01-18,1970-01-01 00:00:00.000000089,ACTE(VGP),moins de 65 ans,1351,2022,1,3,1970,1,1
2021-2022,2022-01-18,1970-01-01 00:00:00.000000089,DOSES(J07E1),moins de 65 ans,2629,2022,1,3,1970,1,1
2021-2022,2022-01-19,1970-01-01 00:00:00.000000090,ACTE(VGP),65 ans et plus,2007,2022,1,3,1970,1,1
2021-2022,2022-01-19,1970-01-01 00:00:00.000000090,DOSES(J07E1),65 ans et plus,3804,2022,1,3,1970,1,1
2021-2022,2022-01-19,1970-01-01 00:00:00.000000090,ACTE(VGP),moins de 65 ans,1090,2022,1,3,1970,1,1
2021-2022,2022-01-19,1970-01-01 00:00:00.000000090,DOSES(J07E1),moins de 65 ans,2459,2022,1,3,1970,1,1
2021-2022,2022-01-20,1970-01-01 00:00:00.000000091,ACTE(VGP),65 ans et plus,2166,2022,1,3,1970,1,1
2021-2022,2022-01-20,1970-01-01 00:00:00.000000091,DOSES(J07E1),65 ans et plus,3335,2022,1,3,1970,1,1
2021-2022,2022-01-20,1970-01-01 00:00:00.000000091,ACTE(VGP),moins de 65 ans,1132,2022,1,3,1970,1,1
2021-2022,2022-01-20,1970-01-01 00:00:00.000000091,DOSES(J07E1),moins de 65 ans,2499,2022,1,3,1970,1,1
2021-2022,2022-01-21,1970-01-01 00:00:00.000000092,ACTE(VGP),65 ans et plus,2080,2022,1,3,1970,1,1
2021-2022,2022-01-21,1970-01-01 00:00:00.000000092,DOSES(J07E1),65 ans et plus,3622,2022,1,3,1970,1,1
2021-2022,2022-01-21,1970-01-01 00:00:00.000000092,ACTE(VGP),moins de 65 ans,1150,2022,1,3,1970,1,1
2021-2022,2022-01-21,1970-01-01 00:00:00.000000092,DOSES(J07E1),moins de 65 ans,2550,2022,1,3,1970,1,1
2021-2022,2022-01-22,1970-01-01 00:00:00.000000093,ACTE(VGP),65 ans et plus,786,2022,1,3,1970,1,1
2021-2022,2022-01-22,1970-01-01 00:00:00.000000093,DOSES(J07E1),65 ans et plus,1990,2022,1,3,1970,1,1
2021-2022,2022-01-22,1970-01-01 00:00:00.000000093,ACTE(VGP),moins de 65 ans,644,2022,1,3,1970,1,1
2021-2022,2022-01-22,1970-01-01 00:00:00.000000093,DOSES(J07E1),moins de 65 ans,1610,2022,1,3,1970,1,1
2021-2022,2022-01-23,1970-01-01 00:00:00.000000094,ACTE(VGP),65 ans et plus,49,2022,1,3,1970,1,1
2021-2022,2022-01-23,1970-01-01 00:00:00.000000094,DOSES(J07E1),65 ans et plus,26,2022,1,3,1970,1,1
2021-2022,2022-01-23,1970-01-01 00:00:00.000000094,ACTE(VGP),moins de 65 ans,49,2022,1,3,1970,1,1
2021-2022,2022-01-23,1970-01-01 00:00:00.000000094,DOSES(J07E1),moins de 65 ans,174,2022,1,3,1970,1,1
2021-2022,2022-01-24,1970-01-01 00:00:00.000000095,ACTE(VGP),65 ans et plus,1769,2022,1,4,1970,1,1
2021-2022,2022-01-24,1970-01-01 00:00:00.000000095,DOSES(J07E1),65 ans et plus,3190,2022,1,4,1970,1,1
2021-2022,2022-01-24,1970-01-01 00:00:00.000000095,ACTE(VGP),moins de 65 ans,835,2022,1,4,1970,1,1
2021-2022,2022-01-24,1970-01-01 00:00:00.000000095,DOSES(J07E1),moins de 65 ans,1853,2022,1,4,1970,1,1
2021-2022,2022-01-25,1970-01-01 00:00:00.000000096,ACTE(VGP),65 ans et plus,1995,2022,1,4,1970,1,1
2021-2022,2022-01-25,1970-01-01 00:00:00.000000096,DOSES(J07E1),65 ans et plus,3597,2022,1,4,1970,1,1
2021-2022,2022-01-25,1970-01-01 00:00:00.000000096,ACTE(VGP),moins de 65 ans,1004,2022,1,4,1970,1,1
2021-2022,2022-01-25,1970-01-01 00:00:00.000000096,DOSES(J07E1),moins de 65 ans,2029,2022,1,4,1970,1,1
2021-2022,2022-01-26,1970-01-01 00:00:00.000000097,ACTE(VGP),65 ans et plus,1662,2022,1,4,1970,1,1
2021-2022,2022-01-26,1970-01-01 00:00:00.000000097,DOSES(J07E1),65 ans et plus,2837,2022,1,4,1970,1,1
2021-2022,2022-01-26,1970-01-01 00:00:00.000000097,ACTE(VGP),moins de 65 ans,794,2022,1,4,1970,1,1
2021-2022,2022-01-26,1970-01-01 00:00:00.000000097,DOSES(J07E1),moins de 65 ans,1758,2022,1,4,1970,1,1
2021-2022,2022-01-27,1970-01-01 00:00:00.000000098,ACTE(VGP),65 ans et plus,1692,2022,1,4,1970,1,1
2021-2022,2022-01-27,1970-01-01 00:00:00.000000098,DOSES(J07E1),65 ans et plus,3074,2022,1,4,1970,1,1
2021-2022,2022-01-27,1970-01-01 00:00:00.000000098,ACTE(VGP),moins de 65 ans,861,2022,1,4,1970,1,1
2021-2022,2022-01-27,1970-01-01 00:00:00.000000098,DOSES(J07E1),moins de 65 ans,1908,2022,1,4,1970,1,1
2021-2022,2022-01-28,1970-01-01 00:00:00.000000099,ACTE(VGP),65 ans et plus,1578,2022,1,4,1970,1,1
2021-2022,2022-01-28,1970-01-01 00:00:00.000000099,DOSES(J07E1),65 ans et plus,2584,2022,1,4,1970,1,1
2021-2022,2022-01-28,1970-01-01 00:00:00.000000099,ACTE(VGP),moins de 65 ans,913,2022,1,4,1970,1,1
2021-2022,2022-01-28,1970-01-01 00:00:00.000000099,DOSES(J07E1),moins de 65 ans,1967,2022,1,4,1970,1,1
2021-2022,2022-01-29,1970-01-01 00:00:00.000000100,ACTE(VGP),65 ans et plus,783,2022,1,4,1970,1,1
2021-2022,2022-01-29,1970-01-01 00:00:00.000000100,DOSES(J07E1),65 ans et plus,1829,2022,1,4,1970,1,1
2021-2022,2022-01-29,1970-01-01 00:00:00.000000100,ACTE(VGP),moins de 65 ans,568,2022,1,4,1970,1,1
2021-2022,2022-01-29,1970-01-01 00:00:00.000000100,DOSES(J07E1),moins de 65 ans,1163,2022,1,4,1970,1,1
2021-2022,2022-01-30,1970-01-01 00:00:00.000000101,ACTE(VGP),65 ans et plus,42,2022,1,4,1970,1,1
2021-2022,2022-01-30,1970-01-01 00:00:00.000000101,DOSES(J07E1),65 ans et plus,82,2022,1,4,1970,1,1
2021-2022,2022-01-30,1970-01-01 00:00:00.000000101,ACTE(VGP),moins de 65 ans,58,2022,1,4,1970,1,1
2021-2022,2022-01-30,1970-01-01 00:00:00.000000101,DOSES(J07E1),moins de 65 ans,51,2022,1,4,1970,1,1
2021-2022,2022-01-31,1970-01-01 00:00:00.000000102,ACTE(VGP),65 ans et plus,1612,2022,1,5,1970,1,1
2021-2022,2022-01-31,1970-01-01 00:00:00.000000102,DOSES(J07E1),65 ans et plus,2637,2022,1,5,1970,1,1
2021-2022,2022-01-31,1970-01-01 00:00:00.000000102,ACTE(VGP),moins de 65 ans,853,2022,1,5,1970,1,1
2021-2022,2022-01-31,1970-01-01 00:00:00.000000102,DOSES(J07E1),moins de 65 ans,1841,2022,1,5,1970,1,1
2021-2022,2022-02-01,1970-01-01 00:00:00.000000103,ACTE(VGP),65 ans et plus,1154,2022,2,5,1970,1,1
2021-2022,2022-02-01,1970-01-01 00:00:00.000000103,DOSES(J07E1),65 ans et plus,1375,2022,2,5,1970,1,1
2021-2022,2022-02-01,1970-01-01 00:00:00.000000103,ACTE(VGP),moins de 65 ans,645,2022,2,5,1970,1,1
2021-2022,2022-02-01,1970-01-01 00:00:00.000000103,DOSES(J07E1),moins de 65 ans,1146,2022,2,5,1970,1,1
2021-2022,2022-02-02,1970-01-01 00:00:00.000000104,ACTE(VGP),65 ans et plus,684,2022,2,5,1970,1,1
2021-2022,2022-02-02,1970-01-01 00:00:00.000000104,DOSES(J07E1),65 ans et plus,1001,2022,2,5,1970,1,1
2021-2022,2022-02-02,1970-01-01 00:00:00.000000104,ACTE(VGP),moins de 65 ans,463,2022,2,5,1970,1,1
2021-2022,2022-02-02,1970-01-01 00:00:00.000000104,DOSES(J07E1),moins de 65 ans,950,2022,2,5,1970,1,1
2021-2022,2022-02-03,1970-01-01 00:00:00.000000105,ACTE(VGP),65 ans et plus,897,2022,2,5,1970,1,1
2021-2022,2022-02-03,1970-01-01 00:00:00.000000105,DOSES(J07E1),65 ans et plus,1099,2022,2,5,1970,1,1
2021-2022,2022-02-03,1970-01-01 00:00:00.000000105,ACTE(VGP),moins de 65 ans,489,2022,2,5,1970,1,1
2021-2022,2022-02-03,1970-01-01 00:00:00.000000105,DOSES(J07E1),moins de 65 ans,851,2022,2,5,1970,1,1
2021-2022,2022-02-04,1970-01-01 00:00:00.000000106,ACTE(VGP),65 ans et plus,843,2022,2,5,1970,1,1
2021-2022,2022-02-04,1970-01-01 00:00:00.000000106,DOSES(J07E1),65 ans et plus,1221,2022,2,5,1970,1,1
2021-2022,2022-02-04,1970-01-01 00:00:00.000000106,ACTE(VGP),moins de 65 ans,540,2022,2,5,1970,1,1
2021-2022,2022-02-04,1970-01-01 00:00:00.000000106,DOSES(J07E1),moins de 65 ans,1145,2022,2,5,1970,1,1
2021-2022,2022-02-05,1970-01-01 00:00:00.000000107,ACTE(VGP),65 ans et plus,415,2022,2,5,1970,1,1
2021-2022,2022-02-05,1970-01-01 00:00:00.000000107,DOSES(J07E1),65 ans et plus,556,2022,2,5,1970,1,1
2021-2022,2022-02-05,1970-01-01 00:00:00.000000107,ACTE(VGP),moins de 65 ans,276,2022,2,5,1970,1,1
2021-2022,2022-02-05,1970-01-01 00:00:00.000000107,DOSES(J07E1),moins de 65 ans,591,2022,2,5,1970,1,1
2021-2022,2022-02-06,1970-01-01 00:00:00.000000108,ACTE(VGP),65 ans et plus,46,2022,2,5,1970,1,1
