campagne,date,jour,variable,groupe,valeur,date_year,date_month,date_week,jour_year,jour_month,jour_week
2022-2023,2022-10-29,1970-01-01 00:00:00.000000012,ACTE(VGP),moins de 65 ans,9348,2022,10,43,1970,1,1
2022-2023,2022-10-29,1970-01-01 00:00:00.000000012,DOSES(J07E1),moins de 65 ans,25269,2022,10,43,1970,1,1
2022-2023,2022-10-30,1970-01-01 00:00:00.000000013,ACTE(VGP),65 ans et plus,328,2022,10,43,1970,1,1
2022-2023,2022-10-30,1970-01-01 00:00:00.000000013,DOSES(J07E1),65 ans et plus,748,2022,10,43,1970,1,1
2022-2023,2022-10-30,1970-01-01 00:00:00.000000013,ACTE(VGP),moins de 65 ans,150,2022,10,43,1970,1,1
2022-2023,2022-10-30,1970-01-01 00:00:00.000000013,DOSES(J07E1),moins de 65 ans,327,2022,10,43,1970,1,1
2022-2023,2022-10-31,1970-01-01 00:00:00.000000014,ACTE(VGP),65 ans et plus,54934,2022,10,44,1970,1,1
2022-2023,2022-10-31,1970-01-01 00:00:00.000000014,DOSES(J07E1),65 ans et plus,146846,2022,10,44,1970,1,1
2022-2023,2022-10-31,1970-01-01 00:00:00.000000014,ACTE(VGP),moins de 65 ans,16339,2022,10,44,1970,1,1
2022-2023,2022-10-31,1970-01-01 00:00:00.000000014,DOSES(J07E1),moins de 65 ans,41258,2022,10,44,1970,1,1
2022-2023,2022-11-01,1970-01-01 00:00:00.000000015,ACTE(VGP),65 ans et plus,590,2022,11,44,1970,1,1
2022-2023,2022-11-01,1970-01-01 00:00:00.000000015,DOSES(J07E1),65 ans et plus,1399,2022,11,44,1970,1,1
2022-2023,2022-11-01,1970-01-01 00:00:00.000000015,ACTE(VGP),moins de 65 ans,256,2022,11,44,1970,1,1
2022-2023,2022-11-01,1970-01-01 00:00:00.000000015,DOSES(J07E1),moins de 65 ans,642,2022,11,44,1970,1,1
2022-2023,2022-11-02,1970-01-01 00:00:00.000000016,ACTE(VGP),65 ans et plus,96597,2022,11,44,1970,1,1
2022-2023,2022-11-02,1970-01-01 00:00:00.000000016,DOSES(J07E1),65 ans et plus,234277,2022,11,44,1970,1,1
2022-2023,2022-11-02,1970-01-01 00:00:00.000000016,ACTE(VGP),moins de 65 ans,20145,2022,11,44,1970,1,1
2022-2023,2022-11-02,1970-01-01 00:00:00.000000016,DOSES(J07E1),moins de 65 ans,52257,2022,11,44,1970,1,1
2022-2023,2022-11-03,1970-01-01 00:00:00.000000017,ACTE(VGP),65 ans et plus,93660,2022,11,44,1970,1,1
2022-2023,2022-11-03,1970-01-01 00:00:00.000000017,DOSES(J07E1),65 ans et plus,217316,2022,11,44,1970,1,1
2022-2023,2022-11-03,1970-01-01 00:00:00.000000017,ACTE(VGP),moins de 65 ans,19878,2022,11,44,1970,1,1
2022-2023,2022-11-03,1970-01-01 00:00:00.000000017,DOSES(J07E1),moins de 65 ans,49363,2022,11,44,1970,1,1
2022-2023,2022-11-04,1970-01-01 00:00:00.000000018,ACTE(VGP),65 ans et plus,97058,2022,11,44,1970,1,1
2022-2023,2022-11-04,1970-01-01 00:00:00.000000018,DOSES(J07E1),65 ans et plus,219154,2022,11,44,1970,1,1
2022-2023,2022-11-04,1970-01-01 00:00:00.000000018,ACTE(VGP),moins de 65 ans,23150,2022,11,44,1970,1,1
2022-2023,2022-11-04,1970-01-01 00:00:00.000000018,DOSES(J07E1),moins de 65 ans,54327,2022,11,44,1970,1,1
2022-2023,2022-11-05,1970-01-01 00:00:00.000000019,ACTE(VGP),65 ans et plus,31409,2022,11,44,1970,1,1
2022-2023,2022-11-05,1970-01-01 00:00:00.000000019,DOSES(J07E1),65 ans et plus,101129,2022,11,44,1970,1,1
2022-2023,2022-11-05,1970-01-01 00:00:00.000000019,ACTE(VGP),moins de 65 ans,13019,2022,11,44,1970,1,1
2022-2023,2022-11-05,1970-01-01 00:00:00.000000019,DOSES(J07E1),moins de 65 ans,33848,2022,11,44,1970,1,1
2022-2023,2022-11-06,1970-01-01 00:00:00.000000020,ACTE(VGP),65 ans et plus,565,2022,11,44,1970,1,1
2022-2023,2022-11-06,1970-01-01 00:00:00.000000020,DOSES(J07E1),65 ans et plus,1210,2022,11,44,1970,1,1
2022-2023,2022-11-06,1970-01-01 00:00:00.000000020,ACTE(VGP),moins de 65 ans,195,2022,11,44,1970,1,1
2022-2023,2022-11-06,1970-01-01 00:00:00.000000020,DOSES(J07E1),moins de 65 ans,542,2022,11,44,1970,1,1
2022-2023,2022-11-07,1970-01-01 00:00:00.000000021,ACTE(VGP),65 ans et plus,112702,2022,11,45,1970,1,1
2022-2023,2022-11-07,1970-01-01 00:00:00.000000021,DOSES(J07E1),65 ans et plus,237488,2022,11,45,1970,1,1
2022-2023,2022-11-07,1970-01-01 00:00:00.000000021,ACTE(VGP),moins de 65 ans,22884,2022,11,45,1970,1,1
2022-2023,2022-11-07,1970-01-01 00:00:00.000000021,DOSES(J07E1),moins de 65 ans,54239,2022,11,45,1970,1,1
2022-2023,2022-11-08,1970-01-01 00:00:00.000000022,ACTE(VGP),65 ans et plus,133561,2022,11,45,1970,1,1
2022-2023,2022-11-08,1970-01-01 00:00:00.000000022,DOSES(J07E1),65 ans et plus,266081,2022,11,45,1970,1,1
2022-2023,2022-11-08,1970-01-01 00:00:00.000000022,ACTE(VGP),moins de 65 ans,24760,2022,11,45,1970,1,1
2022-2023,2022-11-08,1970-01-01 00:00:00.000000022,DOSES(J07E1),moins de 65 ans,58301,2022,11,45,1970,1,1
2022-2023,2022-11-09,1970-01-01 00:00:00.000000023,ACTE(VGP),65 ans et plus,102250,2022,11,45,1970,1,1
2022-2023,2022-11-09,1970-01-01 00:00:00.000000023,DOSES(J07E1),65 ans et plus,208901,2022,11,45,1970,1,1
2022-2023,2022-11-09,1970-01-01 00:00:00.000000023,ACTE(VGP),moins de 65 ans,21294,2022,11,45,1970,1,1
2022-2023,2022-11-09,1970-01-01 00:00:00.000000023,DOSES(J07E1),moins de 65 ans,52651,2022,11,45,1970,1,1
2022-2023,2022-11-10,1970-01-01 00:00:00.000000024,ACTE(VGP),65 ans et plus,116775,2022,11,45,1970,1,1
2022-2023,2022-11-10,1970-01-01 00:00:00.000000024,DOSES(J07E1),65 ans et plus,230745,2022,11,45,1970,1,1
2022-2023,2022-11-10,1970-01-01 00:00:00.000000024,ACTE(VGP),moins de 65 ans,26072,2022,11,45,1970,1,1
2022-2023,2022-11-10,1970-01-01 00:00:00.000000024,DOSES(J07E1),moins de 65 ans,58258,2022,11,45,1970,1,1
2022-2023,2022-11-11,1970-01-01 00:00:00.000000025,ACTE(VGP),65 ans et plus,697,2022,11,45,1970,1,1
2022-2023,2022-11-11,1970-01-01 00:00:00.000000025,DOSES(J07E1),65 ans et plus,2327,2022,11,45,1970,1,1
2022-2023,2022-11-11,1970-01-01 00:00:00.000000025,ACTE(VGP),moins de 65 ans,337,2022,11,45,1970,1,1
2022-2023,2022-11-11,1970-01-01 00:00:00.000000025,DOSES(J07E1),moins de 65 ans,1123,2022,11,45,1970,1,1
2022-2023,2022-11-12,1970-01-01 00:00:00.000000026,ACTE(VGP),65 ans et plus,36594,2022,11,45,1970,1,1
2022-2023,2022-11-12,1970-01-01 00:00:00.000000026,DOSES(J07E1),65 ans et plus,100344,2022,11,45,1970,1,1
2022-2023,2022-11-12,1970-01-01 00:00:00.000000026,ACTE(VGP),moins de 65 ans,13823,2022,11,45,1970,1,1
2022-2023,2022-11-12,1970-01-01 00:00:00.000000026,DOSES(J07E1),moins de 65 ans,34557,2022,11,45,1970,1,1
2022-2023,2022-11-13,1970-01-01 00:00:00.000000027,ACTE(VGP),65 ans et plus,485,2022,11,45,1970,1,1
2022-2023,2022-11-13,1970-01-01 00:00:00.000000027,DOSES(J07E1),65 ans et plus,1206,2022,11,45,1970,1,1
2022-2023,2022-11-13,1970-01-01 00:00:00.000000027,ACTE(VGP),moins de 65 ans,184,2022,11,45,1970,1,1
2022-2023,2022-11-13,1970-01-01 00:00:00.000000027,DOSES(J07E1),moins de 65 ans,508,2022,11,45,1970,1,1
2022-2023,2022-11-14,1970-01-01 00:00:00.000000028,ACTE(VGP),65 ans et plus,113832,2022,11,46,1970,1,1
2022-2023,2022-11-14,1970-01-01 00:00:00.000000028,DOSES(J07E1),65 ans et plus,213682,2022,11,46,1970,1,1
2022-2023,2022-11-14,1970-01-01 00:00:00.000000028,ACTE(VGP),moins de 65 ans,22796,2022,11,46,1970,1,1
2022-2023,2022-11-14,1970-01-01 00:00:00.000000028,DOSES(J07E1),moins de 65 ans,53117,2022,11,46,1970,1,1
2022-2023,2022-11-15,1970-01-01 00:00:00.000000029,ACTE(VGP),65 ans et plus,136849,2022,11,46,1970,1,1
2022-2023,2022-11-15,1970-01-01 00:00:00.000000029,DOSES(J07E1),65 ans et plus,239387,2022,11,46,1970,1,1
2022-2023,2022-11-15,1970-01-01 00:00:00.000000029,ACTE(VGP),moins de 65 ans,27923,2022,11,46,1970,1,1
2022-2023,2022-11-15,1970-01-01 00:00:00.000000029,DOSES(J07E1),moins de 65 ans,63544,2022,11,46,1970,1,1
2022-2023,2022-11-16,1970-01-01 00:00:00.000000030,ACTE(VGP),65 ans et plus,104578,2022,11,46,1970,1,1
2022-2023,2022-11-16,1970-01-01 00:00:00.000000030,DOSES(J07E1),65 ans et plus,188634,2022,11,46,1970,1,1
2022-2023,2022-11-16,1970-01-01 00:00:00.000000030,ACTE(VGP),moins de 65 ans,23733,2022,11,46,1970,1,1
2022-2023,2022-11-16,1970-01-01 00:00:00.000000030,DOSES(J07E1),moins de 65 ans,56587,2022,11,46,1970,1,1
2022-2023,2022-11-17,1970-01-01 00:00:00.000000031,ACTE(VGP),65 ans et plus,102056,2022,11,46,1970,1,1
2022-2023,2022-11-17,1970-01-01 00:00:00.000000031,DOSES(J07E1),65 ans et plus,178457,2022,11,46,1970,1,1
2022-2023,2022-11-17,1970-01-01 00:00:00.000000031,ACTE(VGP),moins de 65 ans,23585,2022,11,46,1970,1,1
2022-2023,2022-11-17,1970-01-01 00:00:00.000000031,DOSES(J07E1),moins de 65 ans,52559,2022,11,46,1970,1,1
2022-2023,2022-11-18,1970-01-01 00:00:00.000000032,ACTE(VGP),65 ans et plus,97862,2022,11,46,1970,1,1
2022-2023,2022-11-18,1970-01-01 00:00:00.000000032,DOSES(J07E1),65 ans et plus,168857,2022,11,46,1970,1,1
2022-2023,2022-11-18,1970-01-01 00:00:00.000000032,ACTE(VGP),moins de 65 ans,27578,2022,11,46,1970,1,1
2022-2023,2022-11-18,1970-01-01 00:00:00.000000032,DOSES(J07E1),moins de 65 ans,58462,2022,11,46,1970,1,1
2022-2023,2022-11-19,1970-01-01 00:00:00.000000033,ACTE(VGP),65 ans et plus,27756,2022,11,46,1970,1,1
2022-2023,2022-11-19,1970-01-01 00:00:00.000000033,DOSES(J07E1),65 ans et plus,65350,2022,11,46,1970,1,1
2022-2023,2022-11-19,1970-01-01 00:00:00.000000033,ACTE(VGP),moins de 65 ans,16166,2022,11,46,1970,1,1
2022-2023,2022-11-19,1970-01-01 00:00:00.000000033,DOSES(J07E1),moins de 65 ans,36452,2022,11,46,1970,1,1
2022-2023,2022-11-20,1970-01-01 00:00:00.000000034,ACTE(VGP),65 ans et plus,351,2022,11,46,1970,1,1
2022-2023,2022-11-20,1970-01-01 00:00:00.000000034,DOSES(J07E1),65 ans et plus,973,2022,11,46,1970,1,1
2022-2023,2022-11-20,1970-01-01 00:00:00.000000034,ACTE(VGP),moins de 65 ans,192,2022,11,46,1970,1,1
2022-2023,2022-11-20,1970-01-01 00:00:00.000000034,DOSES(J07E1),moins de 65 ans,482,2022,11,46,1970,1,1
2022-2023,2022-11-21,1970-01-01 00:00:00.000000035,ACTE(VGP),65 ans et plus,85889,2022,11,47,1970,1,1
2022-2023,2022-11-21,1970-01-01 00:00:00.000000035,DOSES(J07E1),65 ans et plus,146403,2022,11,47,1970,1,1
2022-2023,2022-11-21,1970-01-01 00:00:00.000000035,ACTE(VGP),moins de 65 ans,21640,2022,11,47,1970,1,1
2022-2023,2022-11-21,1970-01-01 00:00:00.000000035,DOSES(J07E1),moins de 65 ans,47030,2022,11,47,1970,1,1
2022-2023,2022-11-22,1970-01-01 00:00:00.000000036,ACTE(VGP),65 ans et plus,108182,2022,11,47,1970,1,1
2022-2023,2022-11-22,1970-01-01 00:00:00.000000036,DOSES(J07E1),65 ans et plus,178170,2022,11,47,1970,1,1
2022-2023,2022-11-22,1970-01-01 00:00:00.000000036,ACTE(VGP),moins de 65 ans,23681,2022,11,47,1970,1,1
2022-2023,2022-11-22,1970-01-01 00:00:00.000000036,DOSES(J07E1),moins de 65 ans,51545,2022,11,47,1970,1,1
2022-2023,2022-11-23,1970-01-01 00:00:00.000000037,ACTE(VGP),65 ans et plus,82683,2022,11,47,1970,1,1
2022-2023,2022-11-23,1970-01-01 00:00:00.000000037,DOSES(J07E1),65 ans et plus,138213,2022,11,47,1970,1,1
2022-2023,2022-11-23,1970-01-01 00:00:00.000000037,ACTE(VGP),moins de 65 ans,20843,2022,11,47,1970,1,1
2022-2023,2022-11-23,1970-01-01 00:00:00.000000037,DOSES(J07E1),moins de 65 ans,46684,2022,11,47,1970,1,1
2022-2023,2022-11-24,1970-01-01 00:00:00.000000038,ACTE(VGP),65 ans et plus,113051,2022,11,47,1970,1,1
2022-2023,2022-11-24,1970-01-01 00:00:00.000000038,DOSES(J07E1),65 ans et plus,178212,2022,11,47,1970,1,1
2022-2023,2022-11-24,1970-01-01 00:00:00.000000038,ACTE(VGP),moins de 65 ans,27949,2022,11,47,1970,1,1
2022-2023,2022-11-24,1970-01-01 00:00:00.000000038,DOSES(J07E1),moins de 65 ans,57673,2022,11,47,1970,1,1
2022-2023,2022-11-25,1970-01-01 00:00:00.000000039,ACTE(VGP),65 ans et plus,105133,2022,11,47,1970,1,1
2022-2023,2022-11-25,1970-01-01 00:00:00.000000039,DOSES(J07E1),65 ans et plus,164974,2022,11,47,1970,1,1
2022-2023,2022-11-25,1970-01-01 00:00:00.000000039,ACTE(VGP),moins de 65 ans,32298,2022,11,47,1970,1,1
2022-2023,2022-11-25,1970-01-01 00:00:00.000000039,DOSES(J07E1),moins de 65 ans,63426,2022,11,47,1970,1,1
2022-2023,2022-11-26,1970-01-01 00:00:00.000000040,ACTE(VGP),65 ans et plus,31500,2022,11,47,1970,1,1
2022-2023,2022-11-26,1970-01-01 00:00:00.000000040,DOSES(J07E1),65 ans et plus,63169,2022,11,47,1970,1,1
2022-2023,2022-11-26,1970-01-01 00:00:00.000000040,ACTE(VGP),moins de 65 ans,19859,2022,11,47,1970,1,1
2022-2023,2022-11-26,1970-01-01 00:00:00.000000040,DOSES(J07E1),moins de 65 ans,41678,2022,11,47,1970,1,1
2022-2023,2022-11-27,1970-01-01 00:00:00.000000041,ACTE(VGP),65 ans et plus,356,2022,11,47,1970,1,1
2022-2023,2022-11-27,1970-01-01 00:00:00.000000041,DOSES(J07E1),65 ans et plus,620,2022,11,47,1970,1,1
2022-2023,2022-11-27,1970-01-01 00:00:00.000000041,ACTE(VGP),moins de 65 ans,271,2022,11,47,1970,1,1
2022-2023,2022-11-27,1970-01-01 00:00:00.000000041,DOSES(J07E1),moins de 65 ans,708,2022,11,47,1970,1,1
2022-2023,2022-11-28,1970-01-01 00:00:00.000000042,ACTE(VGP),65 ans et plus,96937,2022,11,48,1970,1,1
2022-2023,2022-11-28,1970-01-01 00:00:00.000000042,DOSES(J07E1),65 ans et plus,148720,2022,11,48,1970,1,1
2022-2023,2022-11-28,1970-01-01 00:00:00.000000042,ACTE(VGP),moins de 65 ans,27370,2022,11,48,1970,1,1
2022-2023,2022-11-28,1970-01-01 00:00:00.000000042,DOSES(J07E1),moins de 65 ans,54561,2022,11,48,1970,1,1
2022-2023,2022-11-29,1970-01-01 00:00:00.000000043,ACTE(VGP),65 ans et plus,107953,2022,11,48,1970,1,1
2022-2023,2022-11-29,1970-01-01 00:00:00.000000043,DOSES(J07E1),65 ans et plus,163771,2022,11,48,1970,1,1
2022-2023,2022-11-29,1970-01-01 00:00:00.000000043,ACTE(VGP),moins de 65 ans,29006,2022,11,48,1970,1,1
2022-2023,2022-11-29,1970-01-01 00:00:00.000000043,DOSES(J07E1),moins de 65 ans,56787,2022,11,48,1970,1,1
2022-2023,2022-11-30,1970-01-01 00:00:00.000000044,ACTE(VGP),65 ans et plus,96493,2022,11,48,1970,1,1
2022-2023,2022-11-30,1970-01-01 00:00:00.000000044,DOSES(J07E1),65 ans et plus,148711,2022,11,48,1970,1,1
2022-2023,2022-11-30,1970-01-01 00:00:00.000000044,ACTE(VGP),moins de 65 ans,31432,2022,11,48,1970,1,1
2022-2023,2022-11-30,1970-01-01 00:00:00.000000044,DOSES(J07E1),moins de 65 ans,62480,2022,11,48,1970,1,1
2022-2023,2022-12-01,1970-01-01 00:00:00.000000045,ACTE(VGP),65 ans et plus,98508,2022,12,48,1970,1,1
2022-2023,2022-12-01,1970-01-01 00:00:00.000000045,DOSES(J07E1),65 ans et plus,144823,2022,12,48,1970,1,1
2022-2023,2022-12-01,1970-01-01 00:00:00.000000045,ACTE(VGP),moins de 65 ans,30236,2022,12,48,1970,1,1
2022-2023,2022-12-01,1970-01-01 00:00:00.000000045,DOSES(J07E1),moins de 65 ans,56161,2022,12,48,1970,1,1
2022-2023,2022-12-02,1970-01-01 00:00:00.000000046,ACTE(VGP),65 ans et plus,79211,2022,12,48,1970,1,1
2022-2023,2022-12-02,1970-01-01 00:00:00.000000046,DOSES(J07E1),65 ans et plus,116458,2022,12,48,1970,1,1
2022-2023,2022-12-02,1970-01-01 00:00:00.000000046,ACTE(VGP),moins de 65 ans,31255,2022,12,48,1970,1,1
2022-2023,2022-12-02,1970-01-01 00:00:00.000000046,DOSES(J07E1),moins de 65 ans,55703,2022,12,48,1970,1,1
2022-2023,2022-12-03,1970-01-01 00:00:00.000000047,ACTE(VGP),65 ans et plus,28893,2022,12,48,1970,1,1
2022-2023,2022-12-03,1970-01-01 00:00:00.000000047,DOSES(J07E1),65 ans et plus,51716,2022,12,48,1970,1,1
2022-2023,2022-12-03,1970-01-01 00:00:00.000000047,ACTE(VGP),moins de 65 ans,21594,2022,12,48,1970,1,1
2022-2023,2022-12-03,1970-01-01 00:00:00.000000047,DOSES(J07E1),moins de 65 ans,40984,2022,12,48,1970,1,1
2022-2023,2022-12-04,1970-01-01 00:00:00.000000048,ACTE(VGP),65 ans et plus,452,2022,12,48,1970,1,1
2022-2023,2022-12-04,1970-01-01 00:00:00.000000048,DOSES(J07E1),65 ans et plus,601,2022,12,48,1970,1,1
2022-2023,2022-12-04,1970-01-01 00:00:00.000000048,ACTE(VGP),moins de 65 ans,387,2022,12,48,1970,1,1
2022-2023,2022-12-04,1970-01-01 00:00:00.000000048,DOSES(J07E1),moins de 65 ans,788,2022,12,48,1970,1,1
2022-2023,2022-12-05,1970-01-01 00:00:00.000000049,ACTE(VGP),65 ans et plus,70748,2022,12,49,1970,1,1
2022-2023,2022-12-05,1970-01-01 00:00:00.000000049,DOSES(J07E1),65 ans et plus,104995,2022,12,49,1970,1,1
2022-2023,2022-12-05,1970-01-01 00:00:00.000000049,ACTE(VGP),moins de 65 ans,26284,2022,12,49,1970,1,1
2022-2023,2022-12-05,1970-01-01 00:00:00.000000049,DOSES(J07E1),moins de 65 ans,47891,2022,12,49,1970,1,1
2022-2023,2022-12-06,1970-01-01 00:00:00.000000050,ACTE(VGP),65 ans et plus,69332,2022,12,49,1970,1,1
2022-2023,2022-12-06,1970-01-01 00:00:00.000000050,DOSES(J07E1),65 ans et plus,102454,2022,12,49,1970,1,1
2022-2023,2022-12-06,1970-01-01 00:00:00.000000050,ACTE(VGP),moins de 65 ans,25114,2022,12,49,1970,1,1
2022-2023,2022-12-06,1970-01-01 00:00:00.000000050,DOSES(J07E1),moins de 65 ans,46135,2022,12,49,1970,1,1
2022-2023,2022-12-07,1970-01-01 00:00:00.000000051,ACTE(VGP),65 ans et plus,47388,2022,12,49,1970,1,1
2022-2023,2022-12-07,1970-01-01 00:00:00.000000051,DOSES(J07E1),65 ans et plus,72112,2022,12,49,1970,1,1
2022-2023,2022-12-07,1970-01-01 00:00:00.000000051,ACTE(VGP),moins de 65 ans,21351,2022,12,49,1970,1,1
2022-2023,2022-12-07,1970-01-01 00:00:00.000000051,DOSES(J07E1),moins de 65 ans,39354,2022,12,49,1970,1,1
2022-2023,2022-12-08,1970-01-01 00:00:00.000000052,ACTE(VGP),65 ans et plus,44881,2022,12,49,1970,1,1
2022-2023,2022-12-08,1970-01-01 00:00:00.000000052,DOSES(J07E1),65 ans et plus,68653,2022,12,49,1970,1,1
2022-2023,2022-12-08,1970-01-01 00:00:00.000000052,ACTE(VGP),moins de 65 ans,20088,2022,12,49,1970,1,1
2022-2023,2022-12-08,1970-01-01 00:00:00.000000052,DOSES(J07E1),moins de 65 ans,37284,2022,12,49,1970,1,1
2022-2023,2022-12-09,1970-01-01 00:00:00.000000053,ACTE(VGP),65 ans et plus,39396,2022,12,49,1970,1,1
2022-2023,2022-12-09,1970-01-01 00:00:00.000000053,DOSES(J07E1),65 ans et plus,60906,2022,12,49,1970,1,1
2022-2023,2022-12-09,1970-01-01 00:00:00.000000053,ACTE(VGP),moins de 65 ans,21879,2022,12,49,1970,1,1
2022-2023,2022-12-09,1970-01-01 00:00:00.000000053,DOSES(J07E1),moins de 65 ans,38786,2022,12,49,1970,1,1
2022-2023,2022-12-10,1970-01-01 00:00:00.000000054,ACTE(VGP),65 ans et plus,14869,2022,12,49,1970,1,1
2022-2023,2022-12-10,1970-01-01 00:00:00.000000054,DOSES(J07E1),65 ans et plus,25537,2022,12,49,1970,1,1
